,dt,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Inj_code
5926,1654207200,2022-06-02 22:00:00 +0000 UTC,17.95,18.12,17.23,18.43,1014,89,1.06,0.895706,56,broken clouds,2022-06-02,22,0.0,0.484,0.0,None,3
5927,1654210800,2022-06-02 23:00:00 +0000 UTC,17.26,17.44,16.68,18.43,1014,92,1.12,0.895706,58,broken clouds,2022-06-02,23,0.0,0.373,0.0,None,3
5928,1654214400,2022-06-03 00:00:00 +0000 UTC,17.14,17.31,16.68,17.88,1013,92,1.41,0.895706,32,scattered clouds,2022-06-03,0,0.0,0.247,0.0,None,3
5929,1654218000,2022-06-03 01:00:00 +0000 UTC,16.93,17.08,15.9,17.32,1013,92,1.55,0.895706,29,scattered clouds,2022-06-03,1,0.0,0.242,0.0,None,3
5930,1654221600,2022-06-03 02:00:00 +0000 UTC,16.13,16.25,14.79,16.77,1013,94,1.6,0.895706,31,scattered clouds,2022-06-03,2,0.0,0.252,0.0,None,3
5931,1654225200,2022-06-03 03:00:00 +0000 UTC,16.7,16.91,14.23,16.77,1013,95,2.02,0.895706,100,overcast clouds,2022-06-03,3,0.0,0.341,0.0,None,3
5932,1654228800,2022-06-03 04:00:00 +0000 UTC,15.28,15.4,14.23,16.21,1013,97,1.89,0.895706,86,overcast clouds,2022-06-03,4,0.0,0.318,0.0,None,3
5933,1654232400,2022-06-03 05:00:00 +0000 UTC,15.61,15.73,13.68,15.72,1013,96,1.75,0.895706,95,overcast clouds,2022-06-03,5,0.0,0.248,0.0,None,3
5950,1654293600,2022-06-03 22:00:00 +0000 UTC,17.4,17.57,16.45,17.88,1015,91,0.62,1.53,96,moderate rain,2022-06-03,22,0.0,0.341,0.0,None,3
5951,1654297200,2022-06-03 23:00:00 +0000 UTC,16.34,16.43,15.9,17.88,1015,92,1.61,1.23,92,moderate rain,2022-06-03,23,0.0,0.314,0.0,None,3
5952,1654300800,2022-06-04 00:00:00 +0000 UTC,16.31,16.37,15.34,17.32,1015,91,1.68,0.6,81,light rain,2022-06-04,0,0.0,0.251,0.0,None,3
5953,1654304400,2022-06-04 01:00:00 +0000 UTC,16.28,16.31,16.12,16.77,1014,90,1.66,0.16,82,light rain,2022-06-04,1,0.0,0.243,0.0,None,3
5954,1654308000,2022-06-04 02:00:00 +0000 UTC,15.78,15.79,14.23,16.77,1014,91,1.32,0.895706,78,broken clouds,2022-06-04,2,0.0,0.253,0.0,None,3
5955,1654311600,2022-06-04 03:00:00 +0000 UTC,15.78,15.82,14.23,16.77,1014,92,1.15,0.895706,81,broken clouds,2022-06-04,3,0.0,0.262,0.0,None,3
5956,1654315200,2022-06-04 04:00:00 +0000 UTC,15.71,15.74,15.01,16.21,1014,92,0.68,0.895706,78,broken clouds,2022-06-04,4,0.0,0.373,0.0,None,3
5957,1654318800,2022-06-04 05:00:00 +0000 UTC,15.17,15.17,15.01,15.72,1014,93,1.19,0.895706,100,overcast clouds,2022-06-04,5,0.0,0.338,0.0,None,3
5974,1654380000,2022-06-04 22:00:00 +0000 UTC,16.8,16.81,15.72,17.88,1020,87,0.87,0.895706,33,scattered clouds,2022-06-04,22,0.0,0.651,0.0,None,3
5975,1654383600,2022-06-04 23:00:00 +0000 UTC,16.27,16.28,15.57,17.32,1020,89,1.02,0.895706,79,broken clouds,2022-06-04,23,0.0,0.684,0.0,None,3
5976,1654387200,2022-06-05 00:00:00 +0000 UTC,16.24,16.3,14.79,16.77,1021,91,1.07,0.895706,96,overcast clouds,2022-06-05,0,0.0,0.587,0.0,None,3
5977,1654390800,2022-06-05 01:00:00 +0000 UTC,15.71,15.74,14.23,16.21,1021,92,1.24,0.895706,98,overcast clouds,2022-06-05,1,0.0,0.468,0.0,None,3
5978,1654394400,2022-06-05 02:00:00 +0000 UTC,15.71,15.74,14.23,16.21,1021,92,1.17,0.895706,100,overcast clouds,2022-06-05,2,0.0,0.481,0.0,None,3
5979,1654398000,2022-06-05 03:00:00 +0000 UTC,15.28,15.37,14.23,16.21,1021,96,1.26,0.895706,100,overcast clouds,2022-06-05,3,0.0,0.454,0.0,None,3
5980,1654401600,2022-06-05 04:00:00 +0000 UTC,14.7,14.73,13.72,16.21,1021,96,1.08,0.895706,96,overcast clouds,2022-06-05,4,0.0,0.477,0.0,None,3
5981,1654405200,2022-06-05 05:00:00 +0000 UTC,14.51,14.55,13.72,15.66,1021,97,0.7,0.895706,84,broken clouds,2022-06-05,5,0.0,0.419,0.0,None,3
5998,1654466400,2022-06-05 22:00:00 +0000 UTC,15.8,15.79,14.72,17.32,1023,90,1.09,0.895706,74,broken clouds,2022-06-05,22,0.0,0.691,0.0,None,3
5999,1654470000,2022-06-05 23:00:00 +0000 UTC,15.69,15.51,14.72,16.77,1023,84,1.3,0.895706,96,overcast clouds,2022-06-05,23,0.0,0.863,0.0,None,3
6000,1654473600,2022-06-06 00:00:00 +0000 UTC,14.6,14.39,14.23,15.01,1023,87,0.59,0.895706,100,overcast clouds,2022-06-06,0,0.0,0.643,0.0,None,3
6001,1654477200,2022-06-06 01:00:00 +0000 UTC,14.63,14.47,13.68,15.66,1022,89,0.44,0.895706,100,overcast clouds,2022-06-06,1,0.0,0.515,0.0,None,3
6002,1654480800,2022-06-06 02:00:00 +0000 UTC,14.02,13.8,13.72,14.23,1022,89,0.74,0.895706,99,overcast clouds,2022-06-06,2,0.0,0.373,0.0,None,3
6003,1654484400,2022-06-06 03:00:00 +0000 UTC,14.02,13.85,13.34,14.04,1021,91,1.15,0.895706,100,overcast clouds,2022-06-06,3,0.0,0.426,0.0,None,3
6004,1654488000,2022-06-06 04:00:00 +0000 UTC,13.49,13.24,13.34,13.72,1021,90,1.26,0.895706,98,overcast clouds,2022-06-06,4,0.0,0.362,0.0,None,3
6005,1654491600,2022-06-06 05:00:00 +0000 UTC,14.07,13.88,13.12,14.72,1021,90,0.91,0.895706,92,overcast clouds,2022-06-06,5,0.0,0.346,0.0,None,3
6022,1654552800,2022-06-06 22:00:00 +0000 UTC,17.92,18.14,17.01,17.93,1023,91,0.98,0.895706,98,overcast clouds,2022-06-06,22,0.0,0.722,0.0,None,3
6023,1654556400,2022-06-06 23:00:00 +0000 UTC,17.95,18.18,16.45,18.99,1022,91,1.07,0.895706,95,overcast clouds,2022-06-06,23,0.0,0.624,0.0,None,3
6024,1654560000,2022-06-07 00:00:00 +0000 UTC,17.93,18.15,17.23,18.43,1023,91,1.07,0.895706,100,overcast clouds,2022-06-07,0,0.0,0.885,0.0,None,3
6025,1654563600,2022-06-07 01:00:00 +0000 UTC,16.8,16.94,15.34,17.88,1022,92,0.65,0.895706,94,overcast clouds,2022-06-07,1,0.0,0.696,0.0,None,3
6026,1654567200,2022-06-07 02:00:00 +0000 UTC,16.74,16.87,14.72,17.32,1022,92,0.76,0.895706,100,overcast clouds,2022-06-07,2,0.0,0.26,0.0,None,3
6027,1654570800,2022-06-07 03:00:00 +0000 UTC,16.67,16.79,13.72,16.82,1022,92,0.95,0.895706,100,overcast clouds,2022-06-07,3,0.0,0.28,0.0,None,3
6028,1654574400,2022-06-07 04:00:00 +0000 UTC,16.13,16.23,13.72,16.26,1022,93,1.12,0.895706,100,overcast clouds,2022-06-07,4,0.0,0.281,0.0,None,3
6029,1654578000,2022-06-07 05:00:00 +0000 UTC,15.55,15.59,12.72,15.7,1022,93,1.12,0.895706,100,overcast clouds,2022-06-07,5,0.0,0.275,0.0,None,3
6046,1654639200,2022-06-07 22:00:00 +0000 UTC,18.47,18.57,17.23,19.54,1021,84,0.82,0.895706,100,overcast clouds,2022-06-07,22,0.0,0.594,0.0,None,3
6047,1654642800,2022-06-07 23:00:00 +0000 UTC,17.95,18.02,17.23,18.99,1020,85,1.32,0.895706,100,overcast clouds,2022-06-07,23,0.0,0.654,0.0,None,3
6048,1654646400,2022-06-08 00:00:00 +0000 UTC,17.93,17.92,17.01,18.43,1020,82,1.81,0.895706,97,overcast clouds,2022-06-08,0,0.0,0.685,0.0,None,3
6049,1654650000,2022-06-08 01:00:00 +0000 UTC,16.39,16.43,16.12,18.43,1020,90,2.09,0.895706,100,overcast clouds,2022-06-08,1,0.0,0.331,0.0,None,3
6050,1654653600,2022-06-08 02:00:00 +0000 UTC,16.36,16.45,16.12,17.72,1019,92,2.25,0.895706,100,overcast clouds,2022-06-08,2,0.0,0.326,0.0,None,3
6051,1654657200,2022-06-08 03:00:00 +0000 UTC,16.27,16.38,16.12,16.77,1019,93,2.2,0.895706,100,overcast clouds,2022-06-08,3,0.0,0.309,0.0,None,3
6052,1654660800,2022-06-08 04:00:00 +0000 UTC,16.88,17.08,16.82,17.72,1019,94,2.26,0.27,100,light rain,2022-06-08,4,0.0,0.3,0.0,None,3
6053,1654664400,2022-06-08 05:00:00 +0000 UTC,16.89,17.09,16.82,17.88,1019,94,2.15,0.34,100,light rain,2022-06-08,5,0.0,0.301,0.0,None,3
6070,1654725600,2022-06-08 22:00:00 +0000 UTC,18.43,18.78,17.72,18.48,1022,94,0.89,0.895706,100,overcast clouds,2022-06-08,22,0.0,0.622,0.0,None,3
6071,1654729200,2022-06-08 23:00:00 +0000 UTC,18.41,18.76,17.23,18.48,1022,94,0.9,0.895706,100,overcast clouds,2022-06-08,23,0.0,0.55,0.0,None,3
6072,1654732800,2022-06-09 00:00:00 +0000 UTC,17.92,18.22,17.72,18.12,1022,94,0.91,0.895706,100,overcast clouds,2022-06-09,0,0.0,0.465,0.0,None,3
6073,1654736400,2022-06-09 01:00:00 +0000 UTC,17.92,18.22,17.72,18.12,1022,94,1.14,0.895706,90,overcast clouds,2022-06-09,1,0.0,0.448,0.0,None,3
6074,1654740000,2022-06-09 02:00:00 +0000 UTC,17.92,18.22,17.72,18.12,1022,94,1.19,0.895706,60,broken clouds,2022-06-09,2,0.0,0.449,0.0,None,3
6075,1654743600,2022-06-09 03:00:00 +0000 UTC,17.4,17.65,17.23,18.12,1021,94,1.17,0.895706,73,broken clouds,2022-06-09,3,0.0,0.337,0.0,None,3
6076,1654747200,2022-06-09 04:00:00 +0000 UTC,16.89,17.09,16.82,18.12,1021,94,1.6,0.895706,100,overcast clouds,2022-06-09,4,0.0,0.261,0.0,None,3
6077,1654750800,2022-06-09 05:00:00 +0000 UTC,16.82,17.01,16.68,17.32,1021,94,1.48,0.895706,100,overcast clouds,2022-06-09,5,0.0,0.263,0.0,None,3
6094,1654812000,2022-06-09 22:00:00 +0000 UTC,19.03,19.13,17.72,21.77,1019,82,2.73,0.895706,7,sky is clear,2022-06-09,22,0.0,0.728,0.0,None,3
6095,1654815600,2022-06-09 23:00:00 +0000 UTC,19.18,19.35,17.72,23.12,1019,84,2.9,0.895706,9,sky is clear,2022-06-09,23,0.0,0.652,0.0,None,3
6096,1654819200,2022-06-10 00:00:00 +0000 UTC,18.9,19.07,17.72,22.57,1018,85,2.8,0.895706,10,sky is clear,2022-06-10,0,0.0,0.538,0.0,None,3
6097,1654822800,2022-06-10 01:00:00 +0000 UTC,22.03,22.48,16.72,22.37,1018,84,2.56,0.895706,27,scattered clouds,2022-06-10,1,0.0,0.502,0.0,None,3
6098,1654826400,2022-06-10 02:00:00 +0000 UTC,22.05,22.45,17.72,22.37,1018,82,2.39,0.895706,48,scattered clouds,2022-06-10,2,0.0,0.472,0.0,None,3
6099,1654830000,2022-06-10 03:00:00 +0000 UTC,22.01,22.41,16.72,22.37,1018,82,2.2,0.895706,54,broken clouds,2022-06-10,3,0.0,0.47,0.0,None,3
6100,1654833600,2022-06-10 04:00:00 +0000 UTC,21.49,21.78,16.72,21.82,1018,80,2.06,0.895706,14,few clouds,2022-06-10,4,0.0,0.473,0.0,None,3
6101,1654837200,2022-06-10 05:00:00 +0000 UTC,17.12,17.21,15.72,19.23,1018,89,2.02,0.895706,3,sky is clear,2022-06-10,5,0.0,0.306,0.0,None,3
6118,1654898400,2022-06-10 22:00:00 +0000 UTC,19.39,19.47,17.72,22.88,1017,80,2.3,0.895706,37,scattered clouds,2022-06-10,22,0.0,0.453,0.0,None,3
6119,1654902000,2022-06-10 23:00:00 +0000 UTC,19.87,20.08,18.72,22.32,1017,83,3.0,0.895706,42,scattered clouds,2022-06-10,23,0.0,0.501,0.0,None,3
6120,1654905600,2022-06-11 00:00:00 +0000 UTC,19.87,20.13,18.72,22.01,1017,85,3.58,0.895706,65,broken clouds,2022-06-11,0,0.0,0.439,0.0,None,3
6121,1654909200,2022-06-11 01:00:00 +0000 UTC,23.65,24.19,17.72,24.04,1017,81,3.25,0.895706,34,scattered clouds,2022-06-11,1,0.0,0.402,0.0,None,3
6122,1654912800,2022-06-11 02:00:00 +0000 UTC,23.08,23.61,16.72,23.48,1017,83,2.5,0.895706,4,sky is clear,2022-06-11,2,0.0,0.34,0.0,None,3
6123,1654916400,2022-06-11 03:00:00 +0000 UTC,22.56,23.06,16.72,22.93,1017,84,2.34,0.895706,3,sky is clear,2022-06-11,3,0.0,0.338,0.0,None,3
6124,1654920000,2022-06-11 04:00:00 +0000 UTC,22.51,23.06,15.72,22.93,1017,86,2.26,0.895706,2,sky is clear,2022-06-11,4,0.0,0.299,0.0,None,3
6125,1654923600,2022-06-11 05:00:00 +0000 UTC,21.98,22.48,15.72,22.37,1017,86,2.17,0.895706,2,sky is clear,2022-06-11,5,0.0,0.274,0.0,None,3
6142,1654984800,2022-06-11 22:00:00 +0000 UTC,18.39,18.48,17.72,24.23,1016,84,2.79,0.895706,48,scattered clouds,2022-06-11,22,0.0,0.498,0.0,None,3
6143,1654988400,2022-06-11 23:00:00 +0000 UTC,18.33,18.46,17.72,23.34,1016,86,2.44,0.895706,11,few clouds,2022-06-11,23,0.0,0.759,0.0,None,3
6144,1654992000,2022-06-12 00:00:00 +0000 UTC,24.81,25.12,16.72,25.7,1016,68,2.14,0.895706,1,sky is clear,2022-06-12,0,0.0,0.801,0.0,None,3
6145,1654995600,2022-06-12 01:00:00 +0000 UTC,19.43,19.8,16.72,23.43,1016,91,2.24,0.895706,3,sky is clear,2022-06-12,1,0.0,0.547,0.0,None,3
6146,1654999200,2022-06-12 02:00:00 +0000 UTC,23.17,23.61,17.72,23.48,1015,79,2.56,0.895706,6,sky is clear,2022-06-12,2,0.0,0.373,0.0,None,3
6147,1655002800,2022-06-12 03:00:00 +0000 UTC,23.62,24.07,16.72,24.04,1015,78,2.21,0.895706,10,sky is clear,2022-06-12,3,0.0,0.414,0.0,None,3
6148,1655006400,2022-06-12 04:00:00 +0000 UTC,23.1,23.53,16.72,23.48,1015,79,2.02,0.895706,6,sky is clear,2022-06-12,4,0.0,0.37,0.0,None,3
6149,1655010000,2022-06-12 05:00:00 +0000 UTC,23.59,24.04,16.72,24.04,1015,78,2.33,0.895706,2,sky is clear,2022-06-12,5,0.0,0.386,0.0,None,3
6166,1655071200,2022-06-12 22:00:00 +0000 UTC,20.56,20.84,17.72,24.54,1015,83,1.1,0.895706,0,sky is clear,2022-06-12,22,0.0,0.44,0.0,None,3
6167,1655074800,2022-06-12 23:00:00 +0000 UTC,20.32,20.68,17.72,23.99,1015,87,1.32,0.895706,0,sky is clear,2022-06-12,23,0.0,0.34,0.0,None,3
6168,1655078400,2022-06-13 00:00:00 +0000 UTC,25.25,25.81,17.72,25.7,1015,76,1.86,0.895706,0,sky is clear,2022-06-13,0,0.0,0.426,0.0,None,3
6169,1655082000,2022-06-13 01:00:00 +0000 UTC,20.16,20.56,17.72,23.43,1014,89,1.78,0.895706,0,sky is clear,2022-06-13,1,0.0,0.605,0.0,None,3
6170,1655085600,2022-06-13 02:00:00 +0000 UTC,24.73,25.32,17.72,25.15,1014,79,2.16,0.895706,0,sky is clear,2022-06-13,2,0.0,0.354,0.0,None,3
6171,1655089200,2022-06-13 03:00:00 +0000 UTC,24.36,24.86,16.72,24.59,1013,77,1.82,0.895706,22,few clouds,2022-06-13,3,0.0,0.27,0.0,None,3
6172,1655092800,2022-06-13 04:00:00 +0000 UTC,18.32,18.56,16.72,21.77,1013,90,1.63,0.895706,54,broken clouds,2022-06-13,4,0.0,0.262,0.0,None,3
6173,1655096400,2022-06-13 05:00:00 +0000 UTC,18.14,18.36,16.72,21.21,1013,90,1.83,0.895706,44,scattered clouds,2022-06-13,5,0.0,0.276,0.0,None,3
6190,1655157600,2022-06-13 22:00:00 +0000 UTC,24.65,25.34,21.72,25.78,1013,83,0.84,0.895706,1,sky is clear,2022-06-13,22,0.0,0.579,0.0,None,3
6191,1655161200,2022-06-13 23:00:00 +0000 UTC,23.78,24.46,20.72,25.03,1013,86,0.83,0.895706,41,scattered clouds,2022-06-13,23,0.0,0.529,0.0,None,3
6192,1655164800,2022-06-14 00:00:00 +0000 UTC,24.36,24.6,19.72,24.59,1013,67,0.52,0.895706,76,broken clouds,2022-06-14,0,0.0,0.405,0.0,None,3
6193,1655168400,2022-06-14 01:00:00 +0000 UTC,20.76,21.29,19.72,21.93,1013,92,0.59,0.895706,100,overcast clouds,2022-06-14,1,0.0,0.404,0.0,None,3
6194,1655172000,2022-06-14 02:00:00 +0000 UTC,20.32,20.89,18.72,22.88,1013,95,0.32,0.895706,100,overcast clouds,2022-06-14,2,0.0,0.395,0.0,None,3
6195,1655175600,2022-06-14 03:00:00 +0000 UTC,19.49,19.98,17.72,22.32,1013,95,0.42,0.895706,100,overcast clouds,2022-06-14,3,0.0,0.398,0.0,None,3
6196,1655179200,2022-06-14 04:00:00 +0000 UTC,19.07,19.57,17.72,21.21,1013,97,0.77,0.895706,100,overcast clouds,2022-06-14,4,0.0,0.356,0.0,None,3
6197,1655182800,2022-06-14 05:00:00 +0000 UTC,21.08,21.33,17.72,21.26,1013,80,1.04,0.895706,100,overcast clouds,2022-06-14,5,0.0,0.353,0.0,None,3
6214,1655244000,2022-06-14 22:00:00 +0000 UTC,17.44,17.51,14.72,22.57,1014,87,1.27,0.895706,19,few clouds,2022-06-14,22,0.0,0.526,0.0,None,3
6215,1655247600,2022-06-14 23:00:00 +0000 UTC,22.53,22.85,15.72,22.93,1015,77,0.9,0.895706,20,few clouds,2022-06-14,23,0.0,0.495,0.0,None,3
6216,1655251200,2022-06-15 00:00:00 +0000 UTC,21.95,22.21,14.72,22.37,1015,77,1.03,0.895706,27,scattered clouds,2022-06-15,0,0.0,0.444,0.0,None,3
6217,1655254800,2022-06-15 01:00:00 +0000 UTC,21.79,21.96,14.72,21.82,1014,74,1.89,0.895706,43,scattered clouds,2022-06-15,1,0.0,0.407,0.0,None,3
6218,1655258400,2022-06-15 02:00:00 +0000 UTC,17.02,17.15,13.72,18.99,1014,91,1.87,0.895706,78,broken clouds,2022-06-15,2,0.0,0.304,0.0,None,3
6219,1655262000,2022-06-15 03:00:00 +0000 UTC,16.84,16.96,14.72,18.43,1013,91,2.75,0.895706,87,overcast clouds,2022-06-15,3,0.0,0.268,0.0,None,3
6220,1655265600,2022-06-15 04:00:00 +0000 UTC,16.72,16.8,14.72,18.43,1014,90,0.87,0.895706,95,overcast clouds,2022-06-15,4,0.0,0.17,0.0,None,3
6221,1655269200,2022-06-15 05:00:00 +0000 UTC,16.64,16.68,15.83,18.43,1015,89,0.48,0.895706,100,overcast clouds,2022-06-15,5,0.0,0.174,0.0,None,3
6238,1655330400,2022-06-15 22:00:00 +0000 UTC,22.24,22.48,20.34,22.37,1013,75,5.46,0.895706,95,overcast clouds,2022-06-15,22,0.0,0.227,0.0,None,3
6239,1655334000,2022-06-15 23:00:00 +0000 UTC,21.74,21.77,20.9,21.77,1013,69,5.06,0.895706,88,overcast clouds,2022-06-15,23,0.0,0.223,0.0,None,3
6240,1655337600,2022-06-16 00:00:00 +0000 UTC,20.08,20.21,19.72,20.66,1013,79,3.61,0.895706,64,broken clouds,2022-06-16,0,0.0,0.322,0.0,None,3
6241,1655341200,2022-06-16 01:00:00 +0000 UTC,20.69,21.06,18.78,21.62,1013,86,3.08,0.895706,21,few clouds,2022-06-16,1,0.0,0.303,0.0,None,3
6242,1655344800,2022-06-16 02:00:00 +0000 UTC,19.84,20.39,19.72,20.57,1013,96,2.6,0.32,5,light rain,2022-06-16,2,0.0,0.214,0.0,None,3
6243,1655348400,2022-06-16 03:00:00 +0000 UTC,19.64,20.22,19.45,19.79,1014,98,2.7,0.25,33,light rain,2022-06-16,3,0.0,0.285,0.0,None,3
6244,1655352000,2022-06-16 04:00:00 +0000 UTC,18.79,19.26,18.34,20.9,1015,97,3.97,0.895706,42,scattered clouds,2022-06-16,4,0.0,0.26,0.0,None,3
6245,1655355600,2022-06-16 05:00:00 +0000 UTC,18.02,18.38,17.72,20.34,1016,96,4.16,0.895706,53,broken clouds,2022-06-16,5,0.0,0.261,0.0,None,3
6262,1655416800,2022-06-16 22:00:00 +0000 UTC,21.13,21.28,16.72,21.26,1018,76,1.84,0.895706,58,broken clouds,2022-06-16,22,0.0,0.438,0.0,None,3
6263,1655420400,2022-06-16 23:00:00 +0000 UTC,19.93,20.12,16.72,22.01,1017,82,2.47,0.895706,73,broken clouds,2022-06-16,23,0.0,0.456,0.0,None,3
6264,1655424000,2022-06-17 00:00:00 +0000 UTC,19.4,19.56,16.72,20.9,1017,83,4.06,0.895706,54,broken clouds,2022-06-17,0,0.0,0.461,0.0,None,3
6265,1655427600,2022-06-17 01:00:00 +0000 UTC,19.41,19.55,16.72,20.34,1016,82,2.96,0.895706,25,scattered clouds,2022-06-17,1,0.0,0.451,0.0,None,3
6266,1655431200,2022-06-17 02:00:00 +0000 UTC,18.89,18.92,16.68,19.23,1016,80,1.81,0.895706,42,scattered clouds,2022-06-17,2,0.0,0.347,0.0,None,3
6267,1655434800,2022-06-17 03:00:00 +0000 UTC,18.4,18.49,15.72,18.48,1016,84,0.81,0.895706,6,sky is clear,2022-06-17,3,0.0,0.312,0.0,None,3
6268,1655438400,2022-06-17 04:00:00 +0000 UTC,18.39,18.58,15.72,18.48,1016,88,1.12,0.895706,9,sky is clear,2022-06-17,4,0.0,0.244,0.0,None,3
6269,1655442000,2022-06-17 05:00:00 +0000 UTC,17.32,17.46,15.57,17.37,1016,90,1.21,0.895706,12,few clouds,2022-06-17,5,0.0,0.202,0.0,None,3
6286,1655503200,2022-06-17 22:00:00 +0000 UTC,18.92,19.09,16.72,20.34,1017,85,0.21,0.895706,93,overcast clouds,2022-06-17,22,0.0,0.26,0.0,None,3
6287,1655506800,2022-06-17 23:00:00 +0000 UTC,18.41,18.55,16.72,20.34,1016,86,0.7,0.895706,88,overcast clouds,2022-06-17,23,0.0,0.243,0.0,None,3
6288,1655510400,2022-06-18 00:00:00 +0000 UTC,18.39,18.56,16.72,20.34,1016,87,0.8,0.895706,41,scattered clouds,2022-06-18,0,0.0,0.365,0.0,None,3
6289,1655514000,2022-06-18 01:00:00 +0000 UTC,17.88,18.05,16.68,20.34,1015,89,1.34,0.12,38,light rain,2022-06-18,1,0.0,0.409,0.0,None,3
6290,1655517600,2022-06-18 02:00:00 +0000 UTC,17.9,18.07,16.68,17.93,1015,89,1.83,0.14,43,light rain,2022-06-18,2,0.0,0.341,0.0,None,3
6291,1655521200,2022-06-18 03:00:00 +0000 UTC,17.36,17.53,16.12,17.88,1016,91,2.29,0.12,94,light rain,2022-06-18,3,0.0,0.18,0.0,None,3
6292,1655524800,2022-06-18 04:00:00 +0000 UTC,17.35,17.52,16.12,17.37,1016,91,1.73,0.895706,95,overcast clouds,2022-06-18,4,0.0,0.19,0.0,None,3
6293,1655528400,2022-06-18 05:00:00 +0000 UTC,16.82,16.93,16.68,17.32,1015,91,0.09,0.895706,21,few clouds,2022-06-18,5,0.0,0.203,0.0,None,3
6294,1655532000,2022-06-18 06:00:00 +0000 UTC,17.35,17.54,16.12,17.37,1016,92,0.8,0.895706,36,scattered clouds,2022-06-18,6,0.0,0.295,0.0,None,3
6310,1655589600,2022-06-18 22:00:00 +0000 UTC,16.81,16.95,16.68,17.01,1013,92,1.38,0.895706,95,overcast clouds,2022-06-18,22,0.0,0.537,0.0,None,3
6311,1655593200,2022-06-18 23:00:00 +0000 UTC,16.28,16.39,16.12,16.72,1012,93,1.57,0.895706,86,overcast clouds,2022-06-18,23,0.0,0.604,0.0,None,3
6312,1655596800,2022-06-19 00:00:00 +0000 UTC,16.31,16.42,16.12,17.32,1013,93,1.23,0.17,75,light rain,2022-06-19,0,0.0,0.511,0.0,None,3
6313,1655600400,2022-06-19 01:00:00 +0000 UTC,15.78,15.84,15.57,16.77,1012,93,1.44,0.895706,95,overcast clouds,2022-06-19,1,0.0,0.34,0.0,None,3
6314,1655604000,2022-06-19 02:00:00 +0000 UTC,15.22,15.2,15.15,16.77,1012,92,0.48,0.895706,79,broken clouds,2022-06-19,2,0.0,0.277,0.0,None,3
6315,1655607600,2022-06-19 03:00:00 +0000 UTC,15.19,15.17,15.01,15.72,1011,92,1.09,0.895706,58,broken clouds,2022-06-19,3,0.0,0.259,0.0,None,3
6316,1655611200,2022-06-19 04:00:00 +0000 UTC,15.14,15.09,14.45,15.66,1011,91,1.05,0.895706,35,scattered clouds,2022-06-19,4,0.0,0.291,0.0,None,3
6317,1655614800,2022-06-19 05:00:00 +0000 UTC,15.12,15.06,14.45,15.34,1011,91,0.85,0.895706,62,broken clouds,2022-06-19,5,0.0,0.289,0.0,None,3
6334,1655676000,2022-06-19 22:00:00 +0000 UTC,15.65,15.39,14.23,15.7,1014,81,3.78,0.895706,66,broken clouds,2022-06-19,22,0.0,0.509,0.0,None,3
6335,1655679600,2022-06-19 23:00:00 +0000 UTC,15.58,15.31,13.68,15.7,1014,81,3.29,0.895706,86,overcast clouds,2022-06-19,23,0.0,1.516,0.0,None,3
6336,1655683200,2022-06-20 00:00:00 +0000 UTC,14.54,14.19,13.68,14.59,1014,82,3.05,0.895706,75,broken clouds,2022-06-20,0,0.0,0.416,0.0,None,3
6337,1655686800,2022-06-20 01:00:00 +0000 UTC,14.48,14.15,12.72,14.59,1014,83,2.83,0.895706,50,scattered clouds,2022-06-20,1,0.0,0.316,0.0,None,3
6338,1655690400,2022-06-20 02:00:00 +0000 UTC,14.46,14.13,12.23,14.59,1013,83,2.34,0.895706,40,scattered clouds,2022-06-20,2,0.0,0.268,0.0,None,3
6339,1655694000,2022-06-20 03:00:00 +0000 UTC,13.44,13.03,12.72,13.48,1013,84,2.17,0.895706,45,scattered clouds,2022-06-20,3,0.0,0.191,0.0,None,3
6340,1655697600,2022-06-20 04:00:00 +0000 UTC,12.87,12.48,11.68,13.12,1013,87,2.11,0.895706,53,broken clouds,2022-06-20,4,0.0,0.209,0.0,None,3
6341,1655701200,2022-06-20 05:00:00 +0000 UTC,12.29,11.87,10.72,12.57,1013,88,1.87,0.895706,49,scattered clouds,2022-06-20,5,0.0,0.182,0.0,None,3
6358,1655762400,2022-06-20 22:00:00 +0000 UTC,15.12,14.96,14.23,15.15,1015,87,0.93,0.895706,86,overcast clouds,2022-06-20,22,0.0,0.34,0.0,None,3
6359,1655766000,2022-06-20 23:00:00 +0000 UTC,14.64,14.48,13.68,16.21,1015,89,1.24,0.895706,83,broken clouds,2022-06-20,23,0.0,0.337,0.0,None,3
6360,1655769600,2022-06-21 00:00:00 +0000 UTC,14.63,14.42,13.68,15.66,1015,87,1.36,0.895706,65,broken clouds,2022-06-21,0,0.0,0.269,0.0,None,3
6361,1655773200,2022-06-21 01:00:00 +0000 UTC,14.6,14.41,13.34,15.1,1015,88,1.2,0.895706,81,broken clouds,2022-06-21,1,0.0,0.237,0.0,None,3
6362,1655776800,2022-06-21 02:00:00 +0000 UTC,14.02,13.8,13.34,14.04,1014,89,1.01,0.895706,79,broken clouds,2022-06-21,2,0.0,0.218,0.0,None,3
